,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,popularity_scores,genre
32,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,audio_features,37y7iDayfwm3WXn5BiAoRk,spotify:track:37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/tracks/37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/audio-analysis/37y7iDayfwm3WXn5BiAoRk,173104,4,Dark Red,74,afrofuturism
33,0.576,0.882,6,-4.305,0,0.118,0.00019,0.77,0.0935,0.8,149.964,audio_features,0xpvYlPNa1qIyR7r51dJqQ,spotify:track:0xpvYlPNa1qIyR7r51dJqQ,https://api.spotify.com/v1/tracks/0xpvYlPNa1qIyR7r51dJqQ,https://api.spotify.com/v1/audio-analysis/0xpvYlPNa1qIyR7r51dJqQ,138573,4,spit!,44,anime
34,0.459,0.974,11,-6.441,1,0.0587,1.93e-06,0.557,0.216,0.546,144.986,audio_features,6y87Q8nkhHP2YqowavLdPA,spotify:track:6y87Q8nkhHP2YqowavLdPA,https://api.spotify.com/v1/tracks/6y87Q8nkhHP2YqowavLdPA,https://api.spotify.com/v1/audio-analysis/6y87Q8nkhHP2YqowavLdPA,146333,4,The Only Thing I Know For Real - Maniac Agenda Mix,67,
35,0.398,0.981,2,-3.841,0,0.161,0.00119,0.478,0.337,0.216,159.956,audio_features,6CLFAVCDCc4DZRhnCqhNog,spotify:track:6CLFAVCDCc4DZRhnCqhNog,https://api.spotify.com/v1/tracks/6CLFAVCDCc4DZRhnCqhNog,https://api.spotify.com/v1/audio-analysis/6CLFAVCDCc4DZRhnCqhNog,139320,4,A Soul Can't Be Cut - Platinum Mix,49,
36,0.259,0.923,1,-5.53,1,0.0908,2.5e-06,0.103,0.155,0.593,199.806,audio_features,5LLhdR6qdQvAfSm2C0EYj4,spotify:track:5LLhdR6qdQvAfSm2C0EYj4,https://api.spotify.com/v1/tracks/5LLhdR6qdQvAfSm2C0EYj4,https://api.spotify.com/v1/audio-analysis/5LLhdR6qdQvAfSm2C0EYj4,130187,4,The Stains of Time - Maniac Agenda Mix,63,
37,0.443,0.955,11,-5.01,0,0.0546,7.68e-06,0.206,0.125,0.432,164.96,audio_features,29eKlSdk4dmwBgqtwASiFW,spotify:track:29eKlSdk4dmwBgqtwASiFW,https://api.spotify.com/v1/tracks/29eKlSdk4dmwBgqtwASiFW,https://api.spotify.com/v1/audio-analysis/29eKlSdk4dmwBgqtwASiFW,145707,4,A Stranger I Remain - Maniac Agenda Mix,61,
38,0.472,0.995,2,-4.04,1,0.0852,6.5e-05,0.137,0.133,0.203,130.017,audio_features,5ezkLDA74DwQhOROoDp2Pc,spotify:track:5ezkLDA74DwQhOROoDp2Pc,https://api.spotify.com/v1/tracks/5ezkLDA74DwQhOROoDp2Pc,https://api.spotify.com/v1/audio-analysis/5ezkLDA74DwQhOROoDp2Pc,150787,4,Rules of Nature - Platinum Mix,62,
39,0.363,0.972,1,-3.258,1,0.148,0.00072,0.0,0.298,0.41,180.129,audio_features,6LaSTRfDyGBH5a3DUntsDc,spotify:track:6LaSTRfDyGBH5a3DUntsDc,https://api.spotify.com/v1/tracks/6LaSTRfDyGBH5a3DUntsDc,https://api.spotify.com/v1/audio-analysis/6LaSTRfDyGBH5a3DUntsDc,234128,4,The Disaster of Passion,48,
40,0.498,0.989,7,-3.308,1,0.203,0.000277,3.1e-06,0.408,0.171,137.971,audio_features,7gESuiigF7GFFYIApfUBk5,spotify:track:7gESuiigF7GFFYIApfUBk5,https://api.spotify.com/v1/tracks/7gESuiigF7GFFYIApfUBk5,https://api.spotify.com/v1/audio-analysis/7gESuiigF7GFFYIApfUBk5,308965,4,Love the Subhuman Self,53,
41,0.59,0.946,1,-4.89,1,0.0639,0.0291,0.127,0.114,0.746,173.981,audio_features,1Rq54c6n1GpfMIlt1WRdYK,spotify:track:1Rq54c6n1GpfMIlt1WRdYK,https://api.spotify.com/v1/tracks/1Rq54c6n1GpfMIlt1WRdYK,https://api.spotify.com/v1/audio-analysis/1Rq54c6n1GpfMIlt1WRdYK,335957,4,Mind Game,0,otacore
42,0.486,0.981,11,-5.52,1,0.315,0.0495,0.0,0.0679,0.455,152.178,audio_features,3v28Meo8cBnnfDUzpF6Art,spotify:track:3v28Meo8cBnnfDUzpF6Art,https://api.spotify.com/v1/tracks/3v28Meo8cBnnfDUzpF6Art,https://api.spotify.com/v1/audio-analysis/3v28Meo8cBnnfDUzpF6Art,249000,4,HUGE W,44,hololive
43,0.501,0.693,4,-3.757,0,0.0775,0.0279,0.0,0.0828,0.69,175.807,audio_features,3h8efEQ3MsDESpfeKX1JI4,spotify:track:3h8efEQ3MsDESpfeKX1JI4,https://api.spotify.com/v1/tracks/3h8efEQ3MsDESpfeKX1JI4,https://api.spotify.com/v1/audio-analysis/3h8efEQ3MsDESpfeKX1JI4,218099,4,Red,52,hololive
44,0.664,0.785,0,-6.263,1,0.295,0.438,0.0,0.106,0.919,75.428,audio_features,3ZkYgSk8cIqOlvBlK7IV6C,spotify:track:3ZkYgSk8cIqOlvBlK7IV6C,https://api.spotify.com/v1/tracks/3ZkYgSk8cIqOlvBlK7IV6C,https://api.spotify.com/v1/audio-analysis/3ZkYgSk8cIqOlvBlK7IV6C,175200,4,DEAD BEATS,49,hololive
45,0.788,0.936,8,-3.479,1,0.316,0.445,0.0,0.0812,0.763,139.964,audio_features,2deb24yUrqgOVwGJjaIaYp,spotify:track:2deb24yUrqgOVwGJjaIaYp,https://api.spotify.com/v1/tracks/2deb24yUrqgOVwGJjaIaYp,https://api.spotify.com/v1/audio-analysis/2deb24yUrqgOVwGJjaIaYp,197183,4,Blood (Alucard Rap),52,anime rap
46,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,audio_features,5Gt9bxniM1SxN61yRzRhXL,spotify:track:5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/tracks/5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/audio-analysis/5Gt9bxniM1SxN61yRzRhXL,255378,3,United In Grief,75,conscious hip hop
47,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865,audio_features,6R0GRYk2vs2XuBVemYK5YZ,spotify:track:6R0GRYk2vs2XuBVemYK5YZ,https://api.spotify.com/v1/tracks/6R0GRYk2vs2XuBVemYK5YZ,https://api.spotify.com/v1/audio-analysis/6R0GRYk2vs2XuBVemYK5YZ,189974,4,Ultimate,64,dark trap
