,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,popularity_scores,genre
0,0.817,0.509,0,-4.17,1,0.0839,0.146,2.53e-05,0.111,0.77,99.988,audio_features,3XEdqQtGHAM5huMrs3RaKN,spotify:track:3XEdqQtGHAM5huMrs3RaKN,https://api.spotify.com/v1/tracks/3XEdqQtGHAM5huMrs3RaKN,https://api.spotify.com/v1/audio-analysis/3XEdqQtGHAM5huMrs3RaKN,183930,4,Acid Dreams,55,dance pop
1,0.724,0.846,9,-3.785,0,0.0538,0.109,0.0,0.0958,0.64,129.959,audio_features,2tVkFxyePqB0o4Y4SYKV0Q,spotify:track:2tVkFxyePqB0o4Y4SYKV0Q,https://api.spotify.com/v1/tracks/2tVkFxyePqB0o4Y4SYKV0Q,https://api.spotify.com/v1/audio-analysis/2tVkFxyePqB0o4Y4SYKV0Q,187251,4,Breath,47,k-pop
2,0.818,0.849,9,-4.399,0,0.206,0.0641,0.0,0.0839,0.605,124.954,audio_features,4XbyRgWe6yU4wE6WShdTEs,spotify:track:4XbyRgWe6yU4wE6WShdTEs,https://api.spotify.com/v1/tracks/4XbyRgWe6yU4wE6WShdTEs,https://api.spotify.com/v1/audio-analysis/4XbyRgWe6yU4wE6WShdTEs,217824,4,BREATHE,50,k-pop
3,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,audio_features,0ClPIeT6MSgfSgQ9ZrJbAq,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq,https://api.spotify.com/v1/tracks/0ClPIeT6MSgfSgQ9ZrJbAq,https://api.spotify.com/v1/audio-analysis/0ClPIeT6MSgfSgQ9ZrJbAq,196607,4,Cheating on You,77,dance pop
4,0.774,0.959,1,-2.907,1,0.183,0.113,0.0,0.0902,0.86,114.989,audio_features,5UCTT2liT61iPL2cCV9Gto,spotify:track:5UCTT2liT61iPL2cCV9Gto,https://api.spotify.com/v1/tracks/5UCTT2liT61iPL2cCV9Gto,https://api.spotify.com/v1/audio-analysis/5UCTT2liT61iPL2cCV9Gto,210535,4,CHERRY,43,k-pop
5,0.961,0.739,9,-6.665,1,0.224,0.0794,0.0,0.0372,0.759,119.96,audio_features,34JfHOd0fcefm4FSPSrIhF,spotify:track:34JfHOd0fcefm4FSPSrIhF,https://api.spotify.com/v1/tracks/34JfHOd0fcefm4FSPSrIhF,https://api.spotify.com/v1/audio-analysis/34JfHOd0fcefm4FSPSrIhF,150053,4,Cold Blooded,65,k-pop
6,0.762,0.704,8,-3.205,1,0.0509,0.174,0.0,0.157,0.827,100.055,audio_features,32qLwcEpoKeutWxwrJM4FX,spotify:track:32qLwcEpoKeutWxwrJM4FX,https://api.spotify.com/v1/tracks/32qLwcEpoKeutWxwrJM4FX,https://api.spotify.com/v1/audio-analysis/32qLwcEpoKeutWxwrJM4FX,196793,4,COVID-19 (feat. SUPERBEE),41,korean pop
7,0.654,0.434,8,-11.163,1,0.0665,0.837,0.0,0.216,0.223,109.069,audio_features,2CVChktEKBsM6v4IfdFU5k,spotify:track:2CVChktEKBsM6v4IfdFU5k,https://api.spotify.com/v1/tracks/2CVChktEKBsM6v4IfdFU5k,https://api.spotify.com/v1/audio-analysis/2CVChktEKBsM6v4IfdFU5k,171743,4,double take,3,chill r&b
8,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,audio_features,7n2FZQsaLb7ZRfRPfEeIvr,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/tracks/7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr,178453,4,ELEVEN,78,k-pop girl group
9,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,audio_features,0UzymivvUH5s8z4PeWZJaK,spotify:track:0UzymivvUH5s8z4PeWZJaK,https://api.spotify.com/v1/tracks/0UzymivvUH5s8z4PeWZJaK,https://api.spotify.com/v1/audio-analysis/0UzymivvUH5s8z4PeWZJaK,172107,4,FEVER,76,anime
10,0.791,0.529,8,-6.805,1,0.0405,0.374,9.69e-06,0.126,0.345,123.919,audio_features,4cdESchp1uMtwsOYRV6YF2,spotify:track:4cdESchp1uMtwsOYRV6YF2,https://api.spotify.com/v1/tracks/4cdESchp1uMtwsOYRV6YF2,https://api.spotify.com/v1/audio-analysis/4cdESchp1uMtwsOYRV6YF2,213524,4,Follow the Light,20,chinese drama ost
11,0.918,0.459,6,-6.962,0,0.0427,0.079,0.0593,0.0532,0.962,113.818,audio_features,4UQH52FfgGpzDShKDbBvEA,spotify:track:4UQH52FfgGpzDShKDbBvEA,https://api.spotify.com/v1/tracks/4UQH52FfgGpzDShKDbBvEA,https://api.spotify.com/v1/audio-analysis/4UQH52FfgGpzDShKDbBvEA,284507,4,Forget Me Nots - Remastered,59,disco
12,0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,audio_features,64rqvMhAPLLEag310IG3z9,spotify:track:64rqvMhAPLLEag310IG3z9,https://api.spotify.com/v1/tracks/64rqvMhAPLLEag310IG3z9,https://api.spotify.com/v1/audio-analysis/64rqvMhAPLLEag310IG3z9,306429,4,Greek Tragedy - Oliver Nelson TikTok Remix,67,liverpool indie
13,0.722,0.851,10,-2.589,1,0.264,0.35,0.0,0.0661,0.763,122.012,audio_features,3QD0Y1tTngihByjdWC99lG,spotify:track:3QD0Y1tTngihByjdWC99lG,https://api.spotify.com/v1/tracks/3QD0Y1tTngihByjdWC99lG,https://api.spotify.com/v1/audio-analysis/3QD0Y1tTngihByjdWC99lG,164053,4,Killing Me,62,k-pop
14,0.648,0.904,6,-4.565,0,0.0786,0.0961,2.07e-06,0.0629,0.728,121.994,audio_features,7kRKlFCFLAUwt43HWtauhX,spotify:track:7kRKlFCFLAUwt43HWtauhX,https://api.spotify.com/v1/tracks/7kRKlFCFLAUwt43HWtauhX,https://api.spotify.com/v1/audio-analysis/7kRKlFCFLAUwt43HWtauhX,327967,4,LOST IN PARADISE,68,japanese soul
15,0.699,0.907,9,-1.208,0,0.0544,0.0868,0.0,0.115,0.621,115.978,audio_features,3WfaJhCL4p2JbdffJjV6Va,spotify:track:3WfaJhCL4p2JbdffJjV6Va,https://api.spotify.com/v1/tracks/3WfaJhCL4p2JbdffJjV6Va,https://api.spotify.com/v1/audio-analysis/3WfaJhCL4p2JbdffJjV6Va,218994,4,La Vie en Rose,66,k-pop
16,0.609,0.826,3,-5.843,1,0.0415,0.0257,0.0,0.0462,0.796,90.353,audio_features,3WWwNpb25m3UPtzODEO2Bg,spotify:track:3WWwNpb25m3UPtzODEO2Bg,https://api.spotify.com/v1/tracks/3WWwNpb25m3UPtzODEO2Bg,https://api.spotify.com/v1/audio-analysis/3WWwNpb25m3UPtzODEO2Bg,193558,4,Lay It Down,0,
17,0.764,0.785,4,-3.528,1,0.033,0.0303,0.0,0.315,0.974,113.019,audio_features,4jjI9eHfSHtsmacfjeZvhc,spotify:track:4jjI9eHfSHtsmacfjeZvhc,https://api.spotify.com/v1/tracks/4jjI9eHfSHtsmacfjeZvhc,https://api.spotify.com/v1/audio-analysis/4jjI9eHfSHtsmacfjeZvhc,161351,4,LazyBaby,1,pop
18,0.899,0.446,6,-8.118,0,0.11,0.58,0.0,0.0876,0.897,102.033,audio_features,31pfoNavshN4lGQfcwGgpm,spotify:track:31pfoNavshN4lGQfcwGgpm,https://api.spotify.com/v1/tracks/31pfoNavshN4lGQfcwGgpm,https://api.spotify.com/v1/audio-analysis/31pfoNavshN4lGQfcwGgpm,170104,4,Manila,0,
19,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,audio_features,7hU3IHwjX150XLoTVmjD0q,spotify:track:7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/audio-analysis/7hU3IHwjX150XLoTVmjD0q,168228,4,MONEY,78,k-pop
20,0.762,0.791,2,-5.267,1,0.102,0.015,2.49e-06,0.312,0.393,120.015,audio_features,72rUKYfdSaMVhgUhajRvrX,spotify:track:72rUKYfdSaMVhgUhajRvrX,https://api.spotify.com/v1/tracks/72rUKYfdSaMVhgUhajRvrX,https://api.spotify.com/v1/audio-analysis/72rUKYfdSaMVhgUhajRvrX,174107,4,New Rules,59,k-pop
21,0.554,0.964,4,-3.054,0,0.134,0.00216,0.0,0.109,0.897,161.013,audio_features,3yBeQAxk5Jb6bzvUpqu5qX,spotify:track:3yBeQAxk5Jb6bzvUpqu5qX,https://api.spotify.com/v1/tracks/3yBeQAxk5Jb6bzvUpqu5qX,https://api.spotify.com/v1/audio-analysis/3yBeQAxk5Jb6bzvUpqu5qX,173627,4,Paradise,57,japanese pop rap
22,0.857,0.861,10,-3.676,0,0.0467,0.0977,0.0,0.312,0.946,118.966,audio_features,2citvEGmOgIoGl6Jend3cU,spotify:track:2citvEGmOgIoGl6Jend3cU,https://api.spotify.com/v1/tracks/2citvEGmOgIoGl6Jend3cU,https://api.spotify.com/v1/audio-analysis/2citvEGmOgIoGl6Jend3cU,186747,4,Show Me,42,k-pop
23,0.657,0.477,6,-5.836,1,0.0258,0.611,0.0,0.112,0.636,96.011,audio_features,3GFdYLcROugyYHy9rcXulD,spotify:track:3GFdYLcROugyYHy9rcXulD,https://api.spotify.com/v1/tracks/3GFdYLcROugyYHy9rcXulD,https://api.spotify.com/v1/audio-analysis/3GFdYLcROugyYHy9rcXulD,208998,4,Soulmate,26,chinese drama ost
24,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,141806,4,STAY (with Justin Bieber),85,australian hip hop
25,0.821,0.503,10,-8.587,1,0.0875,0.108,0.0,0.3,0.545,125.012,audio_features,4Wyl7ATLLSQa5p90ouexSa,spotify:track:4Wyl7ATLLSQa5p90ouexSa,https://api.spotify.com/v1/tracks/4Wyl7ATLLSQa5p90ouexSa,https://api.spotify.com/v1/audio-analysis/4Wyl7ATLLSQa5p90ouexSa,173250,4,Talking To Myself,42,la pop
26,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,audio_features,06EL94D0TA27Ik0Ke5usbj,spotify:track:06EL94D0TA27Ik0Ke5usbj,https://api.spotify.com/v1/tracks/06EL94D0TA27Ik0Ke5usbj,https://api.spotify.com/v1/audio-analysis/06EL94D0TA27Ik0Ke5usbj,227027,4,The Way,68,dance pop
27,0.812,0.169,5,-6.971,1,0.0617,0.00857,0.909,0.0779,0.789,120.016,audio_features,0YrVb7ZeXdLJU1BUbsegz4,spotify:track:0YrVb7ZeXdLJU1BUbsegz4,https://api.spotify.com/v1/tracks/0YrVb7ZeXdLJU1BUbsegz4,https://api.spotify.com/v1/audio-analysis/0YrVb7ZeXdLJU1BUbsegz4,117143,4,"This Is America, I Guess - Instrumental",44,
28,0.666,0.925,6,-3.193,1,0.102,0.0162,0.0,0.203,0.798,124.001,audio_features,7oQqeRSV38YqkRv2UGvmbS,spotify:track:7oQqeRSV38YqkRv2UGvmbS,https://api.spotify.com/v1/tracks/7oQqeRSV38YqkRv2UGvmbS,https://api.spotify.com/v1/audio-analysis/7oQqeRSV38YqkRv2UGvmbS,175947,5,WE GO,57,k-pop
29,0.66,0.488,6,-8.188,1,0.025,0.172,0.0,0.065,0.543,100.024,audio_features,4XQnhcwRPRmGG4E6PakLMb,spotify:track:4XQnhcwRPRmGG4E6PakLMb,https://api.spotify.com/v1/tracks/4XQnhcwRPRmGG4E6PakLMb,https://api.spotify.com/v1/audio-analysis/4XQnhcwRPRmGG4E6PakLMb,195573,4,Wings,60,k-indie
30,0.777,0.492,2,-7.924,1,0.0698,0.03,1.59e-06,0.341,0.673,129.996,audio_features,2I6lJd5OnhbFWPwfofZt7w,spotify:track:2I6lJd5OnhbFWPwfofZt7w,https://api.spotify.com/v1/tracks/2I6lJd5OnhbFWPwfofZt7w,https://api.spotify.com/v1/audio-analysis/2I6lJd5OnhbFWPwfofZt7w,156000,4,Smash Bros,0,
31,0.782,0.701,0,-5.872,0,0.0566,0.345,0.176,0.11,0.467,75.012,audio_features,3nqQ3gXzbWM3rg0uKljDH0,spotify:track:3nqQ3gXzbWM3rg0uKljDH0,https://api.spotify.com/v1/tracks/3nqQ3gXzbWM3rg0uKljDH0,https://api.spotify.com/v1/audio-analysis/3nqQ3gXzbWM3rg0uKljDH0,153600,4,Alligator,0,
32,0.904,0.497,1,-7.398,1,0.0936,0.534,5.26e-06,0.124,0.655,88.972,audio_features,2wB18h8T6qglbWcU4KJQxZ,spotify:track:2wB18h8T6qglbWcU4KJQxZ,https://api.spotify.com/v1/tracks/2wB18h8T6qglbWcU4KJQxZ,https://api.spotify.com/v1/audio-analysis/2wB18h8T6qglbWcU4KJQxZ,163724,4,Fresher,0,
33,0.591,0.665,6,-6.525,0,0.153,0.14,0.00103,0.382,0.694,118.195,audio_features,154Jycdld9dX9rBLE6L3v4,spotify:track:154Jycdld9dX9rBLE6L3v4,https://api.spotify.com/v1/tracks/154Jycdld9dX9rBLE6L3v4,https://api.spotify.com/v1/audio-analysis/154Jycdld9dX9rBLE6L3v4,216959,4,寄り酔い,55,japanese teen pop
34,0.66,0.774,2,-6.209,1,0.0418,0.562,0.000215,0.139,0.582,120.029,audio_features,37iUkGjfyaJ6jlmmdp2yNV,spotify:track:37iUkGjfyaJ6jlmmdp2yNV,https://api.spotify.com/v1/tracks/37iUkGjfyaJ6jlmmdp2yNV,https://api.spotify.com/v1/audio-analysis/37iUkGjfyaJ6jlmmdp2yNV,226859,4,让风告诉你 (游戏《原神》2021拜年纪同人曲),50,genshin
35,0.62,0.668,9,-5.719,1,0.0305,0.088,0.0,0.362,0.183,118.013,audio_features,63bmIgH9sS6sX5Sc7MetGq,spotify:track:63bmIgH9sS6sX5Sc7MetGq,https://api.spotify.com/v1/tracks/63bmIgH9sS6sX5Sc7MetGq,https://api.spotify.com/v1/audio-analysis/63bmIgH9sS6sX5Sc7MetGq,244068,4,Habang Buhay,67,acoustic opm
36,0.554,0.776,0,-7.607,1,0.0722,0.634,0.00277,0.115,0.324,169.052,audio_features,2M4iGyQTIJISEioeVz43vy,spotify:track:2M4iGyQTIJISEioeVz43vy,https://api.spotify.com/v1/tracks/2M4iGyQTIJISEioeVz43vy,https://api.spotify.com/v1/audio-analysis/2M4iGyQTIJISEioeVz43vy,218497,4,Nothing Revealed / Everything Denied,53,modern alternative rock
37,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,audio_features,1eNrlXlW7Cj1QB1YUcZmpb,spotify:track:1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/tracks/1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/audio-analysis/1eNrlXlW7Cj1QB1YUcZmpb,176467,4,Campus,63,baroque pop
38,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-05,0.31,0.774,169.935,audio_features,06XQvnJb53SUYmlWIhUXUi,spotify:track:06XQvnJb53SUYmlWIhUXUi,https://api.spotify.com/v1/tracks/06XQvnJb53SUYmlWIhUXUi,https://api.spotify.com/v1/audio-analysis/06XQvnJb53SUYmlWIhUXUi,206000,4,怪物,70,j-pop
39,0.766,0.785,6,-4.233,0,0.141,0.00822,0.0771,0.106,0.825,138.979,audio_features,5ead2bJYYDuhsMvGV8xXjN,spotify:track:5ead2bJYYDuhsMvGV8xXjN,https://api.spotify.com/v1/tracks/5ead2bJYYDuhsMvGV8xXjN,https://api.spotify.com/v1/audio-analysis/5ead2bJYYDuhsMvGV8xXjN,293436,4,ヲズワルド,41,vocaloid
40,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,audio_features,4gdiCHNbwugojBqr5Jt3pq,spotify:track:4gdiCHNbwugojBqr5Jt3pq,https://api.spotify.com/v1/tracks/4gdiCHNbwugojBqr5Jt3pq,https://api.spotify.com/v1/audio-analysis/4gdiCHNbwugojBqr5Jt3pq,183693,4,WA DA DA,71,k-pop
41,0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,audio_features,52xJxFP6TqMuO4Yt0eOkMz,spotify:track:52xJxFP6TqMuO4Yt0eOkMz,https://api.spotify.com/v1/tracks/52xJxFP6TqMuO4Yt0eOkMz,https://api.spotify.com/v1/audio-analysis/52xJxFP6TqMuO4Yt0eOkMz,216120,4,We Don't Talk About Bruno,78,
42,0.784,0.521,1,-5.701,1,0.0322,0.062,4.75e-06,0.0995,0.817,101.491,audio_features,5q3LwAHTqo9d3rET2EA9Nq,spotify:track:5q3LwAHTqo9d3rET2EA9Nq,https://api.spotify.com/v1/tracks/5q3LwAHTqo9d3rET2EA9Nq,https://api.spotify.com/v1/audio-analysis/5q3LwAHTqo9d3rET2EA9Nq,167662,4,The Weekend,69,asian american hip hop
43,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,audio_features,5cRKj1kynNFqiliT2ndZ3y,spotify:track:5cRKj1kynNFqiliT2ndZ3y,https://api.spotify.com/v1/tracks/5cRKj1kynNFqiliT2ndZ3y,https://api.spotify.com/v1/audio-analysis/5cRKj1kynNFqiliT2ndZ3y,227680,4,Akuma no Ko,64,japanese alternative pop
44,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,audio_features,5elW2CKSoqjYoJ32AGDxf1,spotify:track:5elW2CKSoqjYoJ32AGDxf1,https://api.spotify.com/v1/tracks/5elW2CKSoqjYoJ32AGDxf1,https://api.spotify.com/v1/audio-analysis/5elW2CKSoqjYoJ32AGDxf1,184602,4,Polaroid Love,77,anime
45,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,spotify:track:59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000,3,Boyfriend,84,pop
46,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,audio_features,68HocO7fx9z0MgDU0ZPHro,spotify:track:68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/tracks/68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/audio-analysis/68HocO7fx9z0MgDU0ZPHro,215687,4,Every Summertime,78,indonesian r&b
47,0.674,0.727,0,-9.38,1,0.0469,0.0128,0.0135,0.282,0.652,119.994,audio_features,169YBmYRX0JNR3o4CJVWXY,spotify:track:169YBmYRX0JNR3o4CJVWXY,https://api.spotify.com/v1/tracks/169YBmYRX0JNR3o4CJVWXY,https://api.spotify.com/v1/audio-analysis/169YBmYRX0JNR3o4CJVWXY,183531,4,U - English Version,61,japanese electropop
48,0.593,0.725,3,-5.408,1,0.063,0.283,0.0,0.241,0.462,107.967,audio_features,2IL6ppkVChRe2mahv0TwPQ,spotify:track:2IL6ppkVChRe2mahv0TwPQ,https://api.spotify.com/v1/tracks/2IL6ppkVChRe2mahv0TwPQ,https://api.spotify.com/v1/audio-analysis/2IL6ppkVChRe2mahv0TwPQ,61355,4,"Dive Back in Time (From ""LINK CLICK"")",37,genshin
49,0.688,0.831,0,-2.857,1,0.0962,0.0697,0.0,0.13,0.707,126.118,audio_features,3FNuG1PjKcOu7tAqZKB4kZ,spotify:track:3FNuG1PjKcOu7tAqZKB4kZ,https://api.spotify.com/v1/tracks/3FNuG1PjKcOu7tAqZKB4kZ,https://api.spotify.com/v1/audio-analysis/3FNuG1PjKcOu7tAqZKB4kZ,219933,4,BOP BOP!,60,k-pop
50,0.561,0.898,7,-4.722,1,0.056,0.000165,1.86e-05,0.327,0.638,133.965,audio_features,6N5ruusDFjQPYvCka8ejwP,spotify:track:6N5ruusDFjQPYvCka8ejwP,https://api.spotify.com/v1/tracks/6N5ruusDFjQPYvCka8ejwP,https://api.spotify.com/v1/audio-analysis/6N5ruusDFjQPYvCka8ejwP,198053,4,Tell Me a Lie,55,boy band
51,0.622,0.835,4,-5.308,1,0.0532,0.129,0.0,0.371,0.606,126.043,audio_features,6JikuKcWFuPPC4MyKfvkHQ,spotify:track:6JikuKcWFuPPC4MyKfvkHQ,https://api.spotify.com/v1/tracks/6JikuKcWFuPPC4MyKfvkHQ,https://api.spotify.com/v1/audio-analysis/6JikuKcWFuPPC4MyKfvkHQ,228587,4,Desperate Measures,52,canadian rock
52,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,audio_features,5lDriBxJd22IhOH9zTcFrV,spotify:track:5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,193653,4,Dirty Little Secret,70,modern rock
53,0.673,0.729,0,-5.664,1,0.029,0.000983,0.000107,0.226,0.482,112.535,audio_features,2wJ1eOCIBwoQiN7xQtrTAY,spotify:track:2wJ1eOCIBwoQiN7xQtrTAY,https://api.spotify.com/v1/tracks/2wJ1eOCIBwoQiN7xQtrTAY,https://api.spotify.com/v1/audio-analysis/2wJ1eOCIBwoQiN7xQtrTAY,233588,4,GROWING UP IS _____,65,australian alternative pop
54,0.586,0.871,3,-2.792,0,0.0417,0.00213,7.02e-06,0.264,0.839,158.179,audio_features,4TMVuENexY9u0083CqMphE,spotify:track:4TMVuENexY9u0083CqMphE,https://api.spotify.com/v1/tracks/4TMVuENexY9u0083CqMphE,https://api.spotify.com/v1/audio-analysis/4TMVuENexY9u0083CqMphE,187680,4,WAITING,55,k-pop
55,0.781,0.593,7,-7.65,0,0.18,0.42,0.0,0.317,0.926,110.033,audio_features,2RyUmXSGz9CinAwnM2gDjd,spotify:track:2RyUmXSGz9CinAwnM2gDjd,https://api.spotify.com/v1/tracks/2RyUmXSGz9CinAwnM2gDjd,https://api.spotify.com/v1/audio-analysis/2RyUmXSGz9CinAwnM2gDjd,204334,4,Ain't About You (feat. Kiiara),48,k-pop
56,0.857,0.656,7,-5.801,1,0.0464,0.0296,2.67e-06,0.0321,0.875,110.014,audio_features,6UVRuALsY1Q9THdXLouEUe,spotify:track:6UVRuALsY1Q9THdXLouEUe,https://api.spotify.com/v1/tracks/6UVRuALsY1Q9THdXLouEUe,https://api.spotify.com/v1/audio-analysis/6UVRuALsY1Q9THdXLouEUe,210535,4,Washing Machine,49,
57,0.723,0.725,6,-3.815,1,0.0551,0.23,0.0,0.0683,0.731,125.048,audio_features,6PFfx4sEBWPuFqFB0mgX1D,spotify:track:6PFfx4sEBWPuFqFB0mgX1D,https://api.spotify.com/v1/tracks/6PFfx4sEBWPuFqFB0mgX1D,https://api.spotify.com/v1/audio-analysis/6PFfx4sEBWPuFqFB0mgX1D,189933,4,GLASSY,59,k-pop
58,0.83,0.832,1,-4.494,1,0.0788,0.0788,0.0,0.0594,0.673,121.968,audio_features,66wSpvsxSBGBBnHax8VB9S,spotify:track:66wSpvsxSBGBBnHax8VB9S,https://api.spotify.com/v1/tracks/66wSpvsxSBGBBnHax8VB9S,https://api.spotify.com/v1/audio-analysis/66wSpvsxSBGBBnHax8VB9S,138960,4,Can′t Slow Me Down,61,k-rap
59,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,audio_features,7xNCacksfUkYXsXuSW4vNF,spotify:track:7xNCacksfUkYXsXuSW4vNF,https://api.spotify.com/v1/tracks/7xNCacksfUkYXsXuSW4vNF,https://api.spotify.com/v1/audio-analysis/7xNCacksfUkYXsXuSW4vNF,152214,4,PS5 (with TOMORROW X TOGETHER & Alan Walker),75,modern indie pop
60,0.644,0.8,9,-5.936,1,0.226,0.106,0.0,0.32,0.813,159.879,audio_features,6o2Pu5qZcinw4mlDlQZFqu,spotify:track:6o2Pu5qZcinw4mlDlQZFqu,https://api.spotify.com/v1/tracks/6o2Pu5qZcinw4mlDlQZFqu,https://api.spotify.com/v1/audio-analysis/6o2Pu5qZcinw4mlDlQZFqu,190120,4,2 MINUS 1 (Bonus Track),62,k-pop
61,0.753,0.702,6,-5.675,0,0.139,0.0277,0.0,0.0488,0.69,97.991,audio_features,2TwB7aK39tnZBQjBPgcbCj,spotify:track:2TwB7aK39tnZBQjBPgcbCj,https://api.spotify.com/v1/tracks/2TwB7aK39tnZBQjBPgcbCj,https://api.spotify.com/v1/audio-analysis/2TwB7aK39tnZBQjBPgcbCj,211578,4,Spider,62,k-pop
62,0.692,0.608,8,-5.233,0,0.041,0.218,0.0,0.348,0.449,125.012,audio_features,2ofOe2OaXFpZF5ETbsc7Qu,spotify:track:2ofOe2OaXFpZF5ETbsc7Qu,https://api.spotify.com/v1/tracks/2ofOe2OaXFpZF5ETbsc7Qu,https://api.spotify.com/v1/audio-analysis/2ofOe2OaXFpZF5ETbsc7Qu,339733,4,Honeymoon Avenue,54,dance pop
63,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267,4,One Last Time,82,dance pop
64,0.735,0.803,6,-3.95,0,0.37,0.0171,0.000378,0.162,0.737,131.962,audio_features,7olMFQZhjN2EHf7ra2PjE7,spotify:track:7olMFQZhjN2EHf7ra2PjE7,https://api.spotify.com/v1/tracks/7olMFQZhjN2EHf7ra2PjE7,https://api.spotify.com/v1/audio-analysis/7olMFQZhjN2EHf7ra2PjE7,263827,4,Fly Away,50,otacore
65,0.888,0.901,10,-4.023,0,0.079,0.0323,0.00955,0.357,0.65,121.997,audio_features,3jHg6QE70y2FTdnsxSrCbv,spotify:track:3jHg6QE70y2FTdnsxSrCbv,https://api.spotify.com/v1/tracks/3jHg6QE70y2FTdnsxSrCbv,https://api.spotify.com/v1/audio-analysis/3jHg6QE70y2FTdnsxSrCbv,215800,4,GingaMingaYo (the strange world),64,k-pop
66,0.776,0.645,6,-8.732,1,0.161,0.282,0.0,0.131,0.933,92.015,audio_features,4Wnbe5ztcyCLTpg5jiuSqn,spotify:track:4Wnbe5ztcyCLTpg5jiuSqn,https://api.spotify.com/v1/tracks/4Wnbe5ztcyCLTpg5jiuSqn,https://api.spotify.com/v1/audio-analysis/4Wnbe5ztcyCLTpg5jiuSqn,186207,4,Light Switch - Japanese Version,59,
67,0.793,0.719,8,-6.908,1,0.0884,0.137,0.0,0.252,0.698,97.991,audio_features,0IdyRA6vrupFmOfwb0rkLt,spotify:track:0IdyRA6vrupFmOfwb0rkLt,https://api.spotify.com/v1/tracks/0IdyRA6vrupFmOfwb0rkLt,https://api.spotify.com/v1/audio-analysis/0IdyRA6vrupFmOfwb0rkLt,145486,4,Take Me Back,34,eurovision
68,0.718,0.584,1,-7.342,1,0.0492,0.128,0.00351,0.0686,0.806,106.994,audio_features,0kSGPZMNf1Vne5lVjp2xvE,spotify:track:0kSGPZMNf1Vne5lVjp2xvE,https://api.spotify.com/v1/tracks/0kSGPZMNf1Vne5lVjp2xvE,https://api.spotify.com/v1/audio-analysis/0kSGPZMNf1Vne5lVjp2xvE,211733,4,Moonlight in my Bedroom,36,
